pwsid,pwsname,fips,location_state_name,location_state_abbrev,primacytype,primacyagency,eparegion,primarysource,populationservedcount,serviceconnectionscount,pwstype
"MI0001140","CARO CENTER",26157,"Michigan","MI","State","Michigan","Region 5","Ground water",510,28,"Community water system"
"MI0001160","CARROLLTON TOWNSHIP",26145,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",6103,2478,"Community water system"
"MI0001170","CARSON CITY",26117,"Michigan","MI","State","Michigan","Region 5","Ground water",3553,525,"Community water system"
"MI0001180","CARSONVILLE, VILLAGE OF",26151,"Michigan","MI","State","Michigan","Region 5","Ground water",527,230,"Community water system"
"MI0001190","CASEVILLE, CITY OF",26063,"Michigan","MI","State","Michigan","Region 5","Surface water",777,783,"Community water system"
"MI0001195","CASEVILLE TOWNSHIP",26063,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2005,950,"Community water system"
"MI0001210","CASPIAN",26071,"Michigan","MI","State","Michigan","Region 5","Ground water",997,511,"Community water system"
"MI0001220","CASS CITY, VILLAGE OF",26157,"Michigan","MI","State","Michigan","Region 5","Ground water",2428,1100,"Community water system"
"MI0001230","CASS LAKESIDE SUBDIVISION",26125,"Michigan","MI","State","Michigan","Region 5","Ground water",700,220,"Community water system"
"MI0001250","CASSOPOLIS",26027,"Michigan","MI","State","Michigan","Region 5","Ground water",1815,842,"Community water system"
"MI0001260","CEDAR SPRINGS",26081,"Michigan","MI","State","Michigan","Region 5","Ground water",3509,946,"Community water system"
"MI0001290","CENTER LINE, CITY OF",26099,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",8257,2690,"Community water system"
"MI0001300","CENTRAL LAKE, VILLAGE OF",26009,"Michigan","MI","State","Michigan","Region 5","Ground water",952,582,"Community water system"
"MI0001310","CENTREVILLE",26149,"Michigan","MI","State","Michigan","Region 5","Ground water",1579,677,"Community water system"
"MI0001330","CHARLEVOIX, CITY OF",26029,"Michigan","MI","State","Michigan","Region 5","Surface water",3124,2300,"Community water system"
"MI0001335","CHARLEVOIX TOWNSHIP",26029,"Michigan","MI","State","Michigan","Region 5","Ground water",1700,680,"Community water system"
"MI0001340","CHARLOTTE, CITY OF",26045,"Michigan","MI","State","Michigan","Region 5","Ground water",9074,3122,"Community water system"
"MI0001350","CHASSELL TOWNSHIP",26061,"Michigan","MI","State","Michigan","Region 5","Ground water",800,350,"Community water system"
"MI0001360","CHEBOYGAN, CITY OF",26031,"Michigan","MI","State","Michigan","Region 5","Ground water",4867,2150,"Community water system"
"MI0001370","CHELSEA",26161,"Michigan","MI","State","Michigan","Region 5","Ground water",4944,2000,"Community water system"
"MI0001380","CHESANING, VILLAGE OF",26145,"Michigan","MI","State","Michigan","Region 5","Ground water",2394,1226,"Community water system"
"MI0001390","CHESTERFIELD TOWNSHIP",26099,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",41650,18464,"Community water system"
"MI0001400","CHIKAMING TOWNSHIP",26021,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2825,2830,"Community water system"
"MI0001420","CLARE, CITY OF",26035,"Michigan","MI","State","Michigan","Region 5","Ground water",3071,1175,"Community water system"
"MI0001440","CLAWSON",26125,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",11825,5000,"Community water system"
"MI0001450","CLAY TOWNSHIP",26147,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",9866,4700,"Community water system"
"MI0001465","CLIMAX",26077,"Michigan","MI","State","Michigan","Region 5","Ground water",767,274,"Community water system"
"MI0001470","CLINTON",26091,"Michigan","MI","State","Michigan","Region 5","Ground water",2336,878,"Community water system"
"MI0001480","CLINTON TOWNSHIP",26099,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",97513,28448,"Community water system"
"MI0001490","CLIO, CITY OF",26049,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2646,947,"Community water system"
"MI0001493","CLYDE TOWNSHIP",26147,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2400,754,"Community water system"
"MI0001500","COLDWATER",26023,"Michigan","MI","State","Michigan","Region 5","Ground water",10900,5621,"Community water system"
"MI0001510","LAKELAND CORRECTIONAL FACILITY",26023,"Michigan","MI","State","Michigan","Region 5","Ground water",1450,14,"Community water system"
"MI0001520","COLEMAN, CITY OF",26111,"Michigan","MI","State","Michigan","Region 5","Ground water",1243,514,"Community water system"
"MI0001530","COLOMA",26021,"Michigan","MI","State","Michigan","Region 5","Ground water",2980,1010,"Community water system"
"MI0001540","COLON",26149,"Michigan","MI","State","Michigan","Region 5","Ground water",1190,712,"Community water system"
"MI0001543","GREEN OAK TWP - CENTENNIAL FARMS",26093,"Michigan","MI","State","Michigan","Region 5","Ground water",900,75,"Community water system"
"MI0001565","COLUMBIA LAKES ESTATES",26065,"Michigan","MI","State","Michigan","Region 5","Ground water",700,280,"Community water system"
"MI0001570","COLUMBIAVILLE, VILLAGE OF",26087,"Michigan","MI","State","Michigan","Region 5","Ground water",787,323,"Community water system"
"MI0001573","COMMERCE TOWNSHIP",26125,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",17400,5394,"Community water system"
"MI0001580","CONCORD",39125,"Ohio","OH","State","Michigan","Region 5","Ground water",1112,550,"Community water system"
"MI0001600","CONSTANTINE",26149,"Michigan","MI","State","Michigan","Region 5","Ground water",2075,665,"Community water system"
"MI0001610","COOPERSVILLE",26139,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",4519,1333,"Community water system"
"MI0001640","CORUNNA, CITY OF",26155,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",3497,790,"Community water system"
"MI0001650","COTTRELLVILLE TOWNSHIP",26147,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3200,960,"Community water system"
"MI0001661","COVERT TOWNSHIP",26159,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",1755,616,"Community water system"
"MI0001664","CROCKERY TOWNSHIP",26139,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",1012,375,"Community water system"
"MI0001690","CROSWELL, CITY OF",26151,"Michigan","MI","State","Michigan","Region 5","Ground water",2447,996,"Community water system"
"MI0001700","CRYSTAL FALLS",26071,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",1922,1032,"Community water system"
"MI0001716","CRYSTAL MOUNTAIN RESORT & SPA",26019,"Michigan","MI","State","Michigan","Region 5","Ground water",500,283,"Community water system"
"MI0001720","DAVISON, CITY OF",26049,"Michigan","MI","State","Michigan","Region 5","Ground water",5173,1594,"Community water system"
"MI0001730","DEARBORN",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",98153,31242,"Community water system"
"MI0001740","DEARBORN HEIGHTS",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",57774,24400,"Community water system"
"MI0001750","DECATUR",26159,"Michigan","MI","State","Michigan","Region 5","Ground water",1838,725,"Community water system"
"MI0001760","DECKERVILLE, VILLAGE OF",26151,"Michigan","MI","State","Michigan","Region 5","Ground water",830,451,"Community water system"
"MI0001770","DEERFIELD",26091,"Michigan","MI","State","Michigan","Region 5","Surface water",943,375,"Community water system"
"MI0001773","DEERWOOD SUBDIVISION",26125,"Michigan","MI","State","Michigan","Region 5","Ground water",1946,608,"Community water system"
"MI0001790","DELTA CHARTER TOWNSHIP",26045,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",22000,18204,"Community water system"
"MI0001800","DETROIT CITY OF",26163,"Michigan","MI","State","Michigan","Region 5","Surface water",713777,276000,"Community water system"
"MI0001810","DEXTER",26161,"Michigan","MI","State","Michigan","Region 5","Ground water",4160,2618,"Community water system"
"MI0001840","OSCEOLA TOWNSHIP",26061,"Michigan","MI","State","Michigan","Region 5","Ground water",830,338,"Community water system"
"MI0001860","DOWAGIAC",26077,"Michigan","MI","State","Michigan","Region 5","Ground water",6350,2253,"Community water system"
"MI0001870","DRYDEN, VILLAGE OF",26093,"Michigan","MI","State","Michigan","Region 5","Ground water",951,400,"Community water system"
"MI0001880","DUNDEE",26115,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3957,1550,"Community water system"
"MI0001900","DURAND, CITY OF",26155,"Michigan","MI","State","Michigan","Region 5","Ground water",3373,1444,"Community water system"
"MI0001935","EAST BAY CHARTER TOWNSHIP",26055,"Michigan","MI","State","Michigan","Region 5","Ground water",3293,1478,"Community water system"
"MI0001950","EASTPOINTE, CITY OF",26099,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",32442,13185,"Community water system"
"MI0001960","EAST GRAND RAPIDS",26081,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",10694,3888,"Community water system"
"MI0001970","EAST JORDAN, CITY OF",26029,"Michigan","MI","State","Michigan","Region 5","Ground water",2215,1030,"Community water system"
"MI0001980","BREITUNG TWP.-EAST KINGSFORD",26043,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",1200,485,"Community water system"
"MI0001990","EAST LANSING, CITY OF",26065,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",35139,8116,"Community water system"
"MI0002010","EAST TAWAS, CITY OF",26069,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2808,1375,"Community water system"
"MI0002020","EATON RAPIDS, CITY OF",26045,"Michigan","MI","State","Michigan","Region 5","Ground water",5340,3200,"Community water system"
"MI0002030","EAU CLAIRE",26021,"Michigan","MI","State","Michigan","Region 5","Ground water",610,240,"Community water system"
"MI0002050","ECORSE",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",9512,4532,"Community water system"
"MI0002070","EDMORE",26117,"Michigan","MI","State","Michigan","Region 5","Ground water",1201,581,"Community water system"
"MI0002077","EDWARDSBURG",26027,"Michigan","MI","State","Michigan","Region 5","Ground water",1160,520,"Community water system"
"MI0002090","ELK RAPIDS, VILLAGE OF",26009,"Michigan","MI","State","Michigan","Region 5","Ground water",1642,1581,"Community water system"
"MI0002100","ELKTON, VILLAGE OF",26063,"Michigan","MI","State","Michigan","Region 5","Ground water",808,413,"Community water system"
"MI0002120","ELSIE, VILLAGE OF",26045,"Michigan","MI","State","Michigan","Region 5","Ground water",966,456,"Community water system"
"MI0002125","EMMETT TOWNSHIP",26025,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",3475,1086,"Community water system"
"MI0002170","ESCANABA",55029,"Wisconsin","WI","State","Michigan","Region 5","Surface water",13659,4822,"Community water system"
"MI0002180","ESSEXVILLE, CITY OF",26017,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3478,1881,"Community water system"
"MI0002190","EVART, CITY OF",26133,"Michigan","MI","State","Michigan","Region 5","Ground water",1738,690,"Community water system"
"MI0002212","FAIRFIELD TOWNSHIP",26091,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",717,239,"Community water system"
"MI0002230","FARMINGTON, CITY OF",26125,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",10500,3280,"Community water system"
"MI0002240","FARMINGTON HILLS, CITY OF",26125,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",72460,22749,"Community water system"
"MI0002250","FARWELL, VILLAGE OF",26035,"Michigan","MI","State","Michigan","Region 5","Ground water",855,356,"Community water system"
"MI0002260","FENNVILLE",26005,"Michigan","MI","State","Michigan","Region 5","Ground water",1459,350,"Community water system"
"MI0002270","FENTON, CITY OF",26049,"Michigan","MI","State","Michigan","Region 5","Ground water",11746,3200,"Community water system"
"MI0002277","LAKE PARK VILLAGE CONDOMINIUMS",26049,"Michigan","MI","State","Michigan","Region 5","Ground water",900,402,"Community water system"
"MI0002280","FERNDALE",26125,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",22105,10250,"Community water system"
"MI0002285","FERRYSBURG",26139,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3268,1421,"Community water system"
"MI0002290","FILER CHARTER TOWNSHIP",26101,"Michigan","MI","State","Michigan","Region 5","Ground water",1000,374,"Community water system"
"MI0002300","FLAT ROCK",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",9878,3000,"Community water system"
"MI0002310","FLINT, CITY OF",26049,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",99763,32899,"Community water system"
"MI0002340","FLUSHING, CITY OF",26049,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",8389,3706,"Community water system"
"MI0002347","FONDA LAKE WATER AUTHORITY",26093,"Michigan","MI","State","Michigan","Region 5","Ground water",1100,373,"Community water system"
"MI0002360","FORESTVILLE VILLAGE OF",26081,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",836,382,"Community water system"
"MI0002370","FORSYTH TOWNSHIP",26103,"Michigan","MI","State","Michigan","Region 5","Ground water",2479,828,"Community water system"
"MI0002385","FORT GRATIOT TOWNSHIP",26147,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",11153,4868,"Community water system"
"MI0002390","FOWLER, VILLAGE OF",26037,"Michigan","MI","State","Michigan","Region 5","Ground water",1136,553,"Community water system"
"MI0002400","FOWLERVILLE, VILLAGE OF",26093,"Michigan","MI","State","Michigan","Region 5","Ground water",2972,715,"Community water system"
"MI0002410","FRANKENLUST TOWNSHIP",26017,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3422,1351,"Community water system"
"MI0002420","FRANKENMUTH, CITY OF",26145,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",4944,2252,"Community water system"
"MI0002425","FRANKENMUTH TOWNSHIP",26145,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",1389,463,"Community water system"
"MI0002430","FRANKFORT, CITY OF",26019,"Michigan","MI","State","Michigan","Region 5","Ground water",1286,900,"Community water system"
"MI0002440","FRANKLIN KNOLLS SUBDIVISION",26125,"Michigan","MI","State","Michigan","Region 5","Ground water",500,156,"Community water system"
"MI0002460","FRASER, CITY OF",26099,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",16500,5300,"Community water system"
"MI0002465","FRASER TOWNSHIP",26017,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",1140,442,"Community water system"
"MI0002470","TITTABAWASSEE TOWNSHIP",26145,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",8672,2193,"Community water system"
"MI0002490","FREMONT",26123,"Michigan","MI","State","Michigan","Region 5","Ground water",4081,1507,"Community water system"
"MI0002500","FRENCHTOWN TOWNSHIP",26091,"Michigan","MI","State","Michigan","Region 5","Surface water",16481,6339,"Community water system"
"MI0002507","FRUITPORT TOWNSHIP",26121,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",9355,3851,"Community water system"
"MI0002530","GALESBURG",26077,"Michigan","MI","State","Michigan","Region 5","Ground water",2377,800,"Community water system"
"MI0002550","GARDEN CITY",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",27625,12036,"Community water system"
"MI0002565","GARFIELD CHARTER TOWNSHIP",26055,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",12899,8909,"Community water system"
"MI0002600","GAYLORD, CITY OF",26137,"Michigan","MI","State","Michigan","Region 5","Ground water",3645,1635,"Community water system"
"MI0002615","GENESEE COUNTY WATER SYSTEM",26049,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",71500,18881,"Community water system"
"MI0002617","GENESEE TOWNSHIP",26049,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",10447,2000,"Community water system"
"MI0002619","PRENTIS ESTATES APARTMENTS",26093,"Michigan","MI","State","Michigan","Region 5","Ground water",500,7,"Community water system"
"MI0002620","GEORGETOWN TOWNSHIP",26139,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",36964,13556,"Community water system"
"MI0002630","GIBRALTAR",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",4656,1615,"Community water system"
"MI0002640","GLADSTONE",26041,"Michigan","MI","State","Michigan","Region 5","Surface water",4396,1845,"Community water system"
"MI0002650","GLADWIN, CITY OF",26051,"Michigan","MI","State","Michigan","Region 5","Ground water",2933,1181,"Community water system"
"MI0002680","GOBLES",26159,"Michigan","MI","State","Michigan","Region 5","Ground water",725,296,"Community water system"
"MI0002740","GRAND BLANC, CITY OF",26049,"Michigan","MI","State","Michigan","Region 5","Ground water",8276,2200,"Community water system"
"MI0002745","CHARTER TOWNSHIP OF GRAND BLANC",26049,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",18000,6411,"Community water system"
"MI0002750","GRAND HAVEN",26139,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",11268,4836,"Community water system"
"MI0002760","GRAND HAVEN TOWNSHIP",26139,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",13819,4765,"Community water system"
"MI0002770","GRAND LEDGE, CITY OF",26045,"Michigan","MI","State","Michigan","Region 5","Ground water",8500,3129,"Community water system"
"MI0002780","BURT TOWNSHIP",26003,"Michigan","MI","State","Michigan","Region 5","Ground water",676,300,"Community water system"
"MI0002790","GRAND RAPIDS",26139,"Michigan","MI","State","Michigan","Region 5","Surface water",258416,79402,"Community water system"
"MI0002820","GRANDVILLE",26081,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",15378,5227,"Community water system"
"MI0002823","GRANT",26123,"Michigan","MI","State","Michigan","Region 5","Ground water",894,314,"Community water system"
"MI0002830","GRASS LAKE",26075,"Michigan","MI","State","Michigan","Region 5","Ground water",1360,485,"Community water system"
"MI0002840","GRAYLING, CITY OF",26039,"Michigan","MI","State","Michigan","Region 5","Ground water",1884,1998,"Community water system"
"MI0002850","GREENVILLE",26117,"Michigan","MI","State","Michigan","Region 5","Ground water",8511,3124,"Community water system"
"MI0002870","GROSSE ILE TOWNSHIP",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",10371,3998,"Community water system"
"MI0002880","GROSSE POINTE, CITY OF",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",5421,2100,"Community water system"
"MI0002890","GROSSE POINTE FARMS",26163,"Michigan","MI","State","Michigan","Region 5","Surface water",9479,3255,"Community water system"
"MI0002900","GROSSE POINTE PARK",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",11555,4009,"Community water system"
"MI0002910","GROSSE POINTE SHORES",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2929,1080,"Community water system"
"MI0002920","GROSSE POINTE WOODS",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",16135,6700,"Community water system"
"MI0002925","LAKE DOSTER",26005,"Michigan","MI","State","Michigan","Region 5","Ground water",1287,520,"Community water system"
"MI0002960","HAMPTON TOWNSHIP",26017,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",9652,2936,"Community water system"
"MI0002970","HAMTRAMCK",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",22413,5954,"Community water system"
"MI0002980","HANCOCK",26061,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",4500,1672,"Community water system"
"MI0002982","HANDY TOWNSHIP - RED CEDARS CROSSING",26099,"Michigan","MI","State","Michigan","Region 5","Ground water",555,413,"Community water system"
"MI0003000","HARBOR BEACH, CITY OF",26063,"Michigan","MI","State","Michigan","Region 5","Surface water",1837,953,"Community water system"
"MI0003010","HARBOR SPRINGS, CITY OF",26047,"Michigan","MI","State","Michigan","Region 5","Ground water",1194,1400,"Community water system"
"MI0003018","HARING CHARTER TOWNSHIP",26165,"Michigan","MI","State","Michigan","Region 5","Ground water",839,269,"Community water system"
"MI0003020","HARPER WOODS",26099,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",14236,5500,"Community water system"
"MI0003030","HARRISON, CITY OF",26035,"Michigan","MI","State","Michigan","Region 5","Ground water",1100,704,"Community water system"
"MI0003040","HARRISON TOWNSHIP",26099,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",24500,9750,"Community water system"
"MI0003060","HART",26127,"Michigan","MI","State","Michigan","Region 5","Ground water",2126,914,"Community water system"
"MI0003070","HARTFORD",26159,"Michigan","MI","State","Michigan","Region 5","Ground water",2688,800,"Community water system"
"MI0003075","HARTLAND TOWNSHIP",26093,"Michigan","MI","State","Michigan","Region 5","Ground water",1268,520,"Community water system"
"MI0003090","HASTINGS",26015,"Michigan","MI","State","Michigan","Region 5","Ground water",7350,2792,"Community water system"
"MI0003100","HAZEL PARK",26125,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",16400,7233,"Community water system"
"MI0003110","HEMLOCK/RICHLAND TOWNSHIP",26145,"Michigan","MI","State","Michigan","Region 5","Ground water",1632,597,"Community water system"
"MI0003130","HESPERIA",26123,"Michigan","MI","State","Michigan","Region 5","Ground water",954,406,"Community water system"
"MI0003137","HIDDEN LAKES OF GREEN OAKS",26093,"Michigan","MI","State","Michigan","Region 5","Ground water",759,106,"Community water system"
"MI0003140","HIGHLAND PARK",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",11776,3400,"Community water system"
"MI0003160","HILLMAN, VILLAGE OF",26119,"Michigan","MI","State","Michigan","Region 5","Ground water",697,1200,"Community water system"
"MI0003170","HILLSDALE",26059,"Michigan","MI","State","Michigan","Region 5","Ground water",8278,4016,"Community water system"
"MI0003190","HOLLAND BOARD OF PUBLIC WORKS",26139,"Michigan","MI","State","Michigan","Region 5","Surface water",35048,13980,"Community water system"
"MI0003195","HOLLAND TOWNSHIP CONSOLIDATED",26139,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",34344,11843,"Community water system"
"MI0003200","HOLLY, VILLAGE OF",26125,"Michigan","MI","State","Michigan","Region 5","Ground water",8557,2674,"Community water system"
"MI0003220","HOMER",26025,"Michigan","MI","State","Michigan","Region 5","Ground water",1668,503,"Community water system"
"MI0003223","HOMER TOWNSHIP",26111,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3256,1137,"Community water system"
"MI0003230","HOUGHTON",26061,"Michigan","MI","State","Michigan","Region 5","Ground water",7512,1426,"Community water system"
"MI0003240","HOWARD CITY",26117,"Michigan","MI","State","Michigan","Region 5","Ground water",1808,617,"Community water system"
"MI0003250","HOWELL, CITY OF",26093,"Michigan","MI","State","Michigan","Region 5","Ground water",9232,2893,"Community water system"
"MI0003270","TORCH LAKE TOWNSHIP",26061,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",646,281,"Community water system"
"MI0003280","HUDSON",26091,"Michigan","MI","State","Michigan","Region 5","Ground water",2307,960,"Community water system"
"MI0003290","HUDSONVILLE",26139,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",7116,2082,"Community water system"
"MI0003310","HUNTINGTON WOODS",26125,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",6200,2500,"Community water system"
"MI0003312","HIGHLAND TOWNSHIP",26125,"Michigan","MI","State","Michigan","Region 5","Ground water",3472,493,"Community water system"
"MI0003320","HURON TWP",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",15879,5725,"Community water system"
"MI0003330","PORTAGE TOWNSHIP",26061,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",1214,528,"Community water system"
"MI0003340","IMLAY CITY, CITY OF",26087,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3597,900,"Community water system"
"MI0003342","INDEPENDENCE TOWNSHIP",26125,"Michigan","MI","State","Michigan","Region 5","Ground water",10454,5100,"Community water system"
"MI0003360","INKSTER",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",25369,9750,"Community water system"
"MI0003365","INTERLOCHEN CENTER FOR THE ARTS",26055,"Michigan","MI","State","Michigan","Region 5","Ground water",750,40,"Community water system"
"MI0003370","IONIA",26067,"Michigan","MI","State","Michigan","Region 5","Ground water",12000,3346,"Community water system"
"MI0003390","IRA TOWNSHIP",26147,"Michigan","MI","State","Michigan","Region 5","Surface water",7912,2200,"Community water system"
"MI0003400","IRON MOUNTAIN",26043,"Michigan","MI","State","Michigan","Region 5","Ground water",9200,3569,"Community water system"
"MI0003410","IRON RIVER",26071,"Michigan","MI","State","Michigan","Region 5","Ground water",3019,1313,"Community water system"
"MI0003420","IRONWOOD",26053,"Michigan","MI","State","Michigan","Region 5","Ground water",6525,3301,"Community water system"
"MI0003430","IRONWOOD TOWNSHIP",26053,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",933,231,"Community water system"
"MI0003440","ISHPEMING",26103,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",6470,2638,"Community water system"
"MI0003450","ISHPEMING TWP - WEST",26103,"Michigan","MI","State","Michigan","Region 5","Ground water",2646,1030,"Community water system"
"MI0003460","ITHACA, CITY OF",26057,"Michigan","MI","State","Michigan","Region 5","Ground water",3098,1006,"Community water system"
"MI0003470","JACKSON",26075,"Michigan","MI","State","Michigan","Region 5","Ground water",33961,12909,"Community water system"
"MI0003474","JAMESTOWN TOWNSHIP",26139,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2305,678,"Community water system"
"MI0003475","JAMES TOWNSHIP",26145,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2023,833,"Community water system"
"MI0003490","JONESVILLE",26059,"Michigan","MI","State","Michigan","Region 5","Ground water",2258,871,"Community water system"
"MI0003510","K I SAWYER",26103,"Michigan","MI","State","Michigan","Region 5","Ground water",3000,1090,"Community water system"
"MI0003520","KALAMAZOO",26077,"Michigan","MI","State","Michigan","Region 5","Ground water",150000,50000,"Community water system"
"MI0003525","KALAMAZOO LAKE SEWER & WATER AUTHORITY",26005,"Michigan","MI","State","Michigan","Region 5","Ground water",3892,1964,"Community water system"
"MI0003550","KALEVA, VILLAGE OF",26101,"Michigan","MI","State","Michigan","Region 5","Ground water",509,170,"Community water system"
"MI0003560","KALKASKA, VILLAGE OF",26079,"Michigan","MI","State","Michigan","Region 5","Ground water",2020,771,"Community water system"
"MI0003565","KAWKAWLIN TOWNSHIP",26017,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2961,1135,"Community water system"
"MI0003570","KAWKAWLIN METRO DIST WATER SUP",26017,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",1480,440,"Community water system"
"MI0003595","KEEGO HARBOR, CITY OF",26125,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3286,1027,"Community water system"
"MI0003620","KENTWOOD",26081,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",30000,8063,"Community water system"
"MI0003628","KIMBALL TOWNSHIP",26147,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3765,1715,"Community water system"
"MI0003630","KINROSS TOWNSHIP",26033,"Michigan","MI","State","Michigan","Region 5","Ground water",7341,936,"Community water system"
"MI0003640","KINGSFORD",26043,"Michigan","MI","State","Michigan","Region 5","Ground water",5480,2301,"Community water system"
"MI0003650","KINGSLEY, VILLAGE OF",26055,"Michigan","MI","State","Michigan","Region 5","Ground water",1469,600,"Community water system"
"MI0003667","KOCHVILLE TOWNSHIP",26145,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",4677,986,"Community water system"
"MI0003670","L'ANSE",26071,"Michigan","MI","State","Michigan","Region 5","Surface water",2300,958,"Community water system"
"MI0003690","LAGUNA VISTA SUBDIVISION",26125,"Michigan","MI","State","Michigan","Region 5","Ground water",640,200,"Community water system"
"MI0003695","LAKE BELLA VISTA",26081,"Michigan","MI","State","Michigan","Region 5","Ground water",3584,984,"Community water system"
"MI0003700","LAKE CITY, CITY OF",26113,"Michigan","MI","State","Michigan","Region 5","Ground water",923,504,"Community water system"
"MI0003720","LAKE LINDEN",26061,"Michigan","MI","State","Michigan","Region 5","Ground water",1203,550,"Community water system"
"MI0003726","SOUTHWEST MICHIGAN REGIONAL SANITARY SEW",26021,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",26780,10712,"Community water system"
"MI0003730","LAKE ODESSA",26067,"Michigan","MI","State","Michigan","Region 5","Ground water",2288,956,"Community water system"
"MI0003740","LAKE ORION, VILLAGE OF",26125,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2973,1300,"Community water system"
"MI0003741","LAKE CHARTER TOWNSHIP",26021,"Michigan","MI","State","Michigan","Region 5","Surface water",6800,2100,"Community water system"
